,id,colorDescription,portrait_url,squarishURL,Stock,isNew,currentPrice_2020-07-26,fullPrice,subtitle,title,date,url,currentPrice_2020-07-09,currentPrice_2020-07-15,currentPrice_2020-07-22,currentPrice_2020-07-11,currentPrice_2020-08-02,currentPrice_2020-07-20,currentPrice_2020-07-13,currentPrice_2020-07-12,currentPrice_2020-07-24,currentPrice_2020-07-25,currentPrice_2020-07-18,currentPrice_2020-07-16,currentPrice_2020-07-17,currentPrice_2020-08-08,currentPrice_2020-07-30,currentPrice_2020-07-21,currentPrice_2020-07-23,currentPrice_2020-07-10,currentPrice_2020-07-29,currentPrice_2020-07-19,currentPrice_2020-08-04,currentPrice_2020-07-14,currentPrice_2020-07-31,currentPrice_2020-07-07,currentPrice_2020-08-01,currentPrice_2020-08-05,currentPrice_2020-07-08,currentPrice_2020-07-28,currentPrice_2020-08-07
131,4c9fcf0a-74c7-307b-9658-b095feedbcc8,Azul pálido/Negro/Vela/Azul universitario,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/tfm4djwrkhlq5wxgwypq/image.jpg",https://static.nike.com/a/images/t_default/xmixkmlpaznjbp2ottil/calzado-air-jordan-legacy-312-low-mpV0mH.jpg,False,False,2318.0,2899,Calzado para hombre,Air Jordan Legacy 312 Low,2020-07-26,{countryLang}/t/calzado-air-jordan-legacy-312-low-mpV0mH/CD7069-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,73b6c2af-1763-3c4a-8421-62f2f8edcb8b,Secuoya/Limón brillante/Burdeos/Morado vivo,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/gayqohsrgkcfv9npgrit/image.jpg",https://static.nike.com/a/images/t_default/j59ymujt5ldsw3gznwxu/calzado-air-skarn-vmR9f3.jpg,False,False,1918.0,2399,Calzado para hombre,Nike Air Skarn,2020-07-26,{countryLang}/t/calzado-air-skarn-vmR9f3/CD2189-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,3c96bbec-1015-30e9-8dac-d071266e08f1,Negro/Volt/Blanco,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/j47pzhaacbbs1dpl6pmv/image.jpg",https://static.nike.com/a/images/t_default/kbf2lu5keqekf1gxz1h8/calzado-air-max-tailwind-4-sp-tmNnmk.jpg,True,False,2838.0,3549,Calzado para hombre,Nike Air Max Tailwind IV SP,2020-07-26,{countryLang}/t/calzado-air-max-tailwind-4-sp-tmNnmk/BV1357-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,4f9b5d1a-8f10-3540-9653-ecfffde8a6a4,Piedra sepia/Amarillo sónico/Piedra sepia,"https://c.static-nike.com/a/images/ar_4:5,c_pad,w_400,f_auto/t_product_v1/hmn4dblsaxsyzvuwgoa5/calzado-de-running-zoom-fly-sp-BLTBjRrB.jpg",https://c.static-nike.com/a/images/t_default/hmn4dblsaxsyzvuwgoa5/calzado-de-running-zoom-fly-sp-BLTBjRrB.jpg,True,False,2638.0,3298,Calzado de running unisex,Nike Zoom Fly SP,2020-07-26,{countryLang}/t/calzado-de-running-zoom-fly-sp-BLTBjRrB/AA3172-201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,28fc2d9c-7f94-39f1-bd2f-20504d254d69,Mango brillante/Naranja pulso/Antracita/Blanco,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/vuwlhrbede6vz4thjtoa/image.jpg",https://static.nike.com/a/images/t_default/zprdne57yhrmou4jewp5/calzado-de-fútbol-para-cancha-cubierta-zoom-phantom-venom-pro-ic-lT5x53.jpg,True,False,1838.0,2298,Calzado de fútbol para cancha cubierta,Nike Zoom Phantom Venom Pro IC,2020-07-26,{countryLang}/t/calzado-de-fútbol-para-cancha-cubierta-zoom-phantom-venom-pro-ic-lT5x53/BQ7496-810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,39871378-93ff-3fe6-850c-68578381caaa,Rojo habanero/Negro/Plata metalizado,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/xoqimuyp1ve7ea7nwr3u/image.jpg",https://static.nike.com/a/images/t_default/s7szh3pvvqv2qt9phput/calzado-de-running-free-rn-5-shield-80BWZF.jpg,True,False,1838.0,2299,Calzado de running para hombre,Nike Free RN 5.0 Shield,2020-07-26,{countryLang}/t/calzado-de-running-free-rn-5-shield-80BWZF/BV1223-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,b54b65b0-8f6a-3da3-8c50-78b65b583fc6,Azul vacío/Fuerza Índigo/Negro/Azul vacío,"https://c.static-nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/j2ufq3dj8wdfqxsthple/image.jpg",https://c.static-nike.com/a/images/t_default/vvw5dkvgdaph4ju45oow/calzado-de-running-epic-react-flyknit-2-2pbhWF.jpg,True,False,2318.0,2898,Calzado de running para hombre,Nike Epic React Flyknit 2,2020-07-26,{countryLang}/t/calzado-de-running-epic-react-flyknit-2-2pbhWF/BQ8928-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,e23e4130-25da-3617-b215-425a5dfe8825,Gris aceite/Gris trueno/Phantom/Reflejo plata,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/phdbwmgkpobamqq1jyag/image.jpg",https://static.nike.com/a/images/t_default/ylbsblrl8onv15s32mbp/calzado-de-running-legend-react-2-shield-fqDTwt.jpg,True,False,1758.0,2199,Calzado de running para hombre,Nike Legend React 2 Shield,2020-07-26,{countryLang}/t/calzado-de-running-legend-react-2-shield-fqDTwt/BQ3382-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,25389dd6-db52-31cb-a2c0-740fc7939259,Hiperrosa/Negro/Azul carrera/Fortunella,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/f1wfviqhclq0smne1v8d/image.jpg",https://static.nike.com/a/images/t_default/lwwda0l1dyhidvokpckx/calzado-joyride-cc3-setter-4KJKwx.jpg,True,False,2878.0,3599,Calzado para hombre,Nike Joyride CC3 Setter,2020-07-26,{countryLang}/t/calzado-joyride-cc3-setter-4KJKwx/AT6395-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,d1f94fb9-a50d-3065-a31f-1a4bbb08a56a,Negro/Oro metalizado/Gris cemento,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/g40wdin5osclyqqst2hy/image.jpg",https://static.nike.com/a/images/t_default/upeip72iezkpkfqzmky0/calzado-air-jordan-3-retro-tinker-M48j4G.jpg,False,False,3838.0,4799,Calzado para hombre,Air Jordan 3 Retro Tinker,2020-07-26,{countryLang}/t/calzado-air-jordan-3-retro-tinker-M48j4G/CK4348-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,d4db046a-ff29-303f-aad9-5e359cd00d36,Azul vacío/Blanco/Negro/Voltio ligero,"https://static.nike.com/a/images/ar_4:5,c_pad,w_400,f_auto/t_product_v1/n1x5t7rtygysoqq0peaj/calzado-de-fútbol-para-terreno-blando-mercurial-vapor-13-elite-mds-sg-pro-anti-clog-traction-TqZ1qC.jpg",https://static.nike.com/a/images/t_default/n1x5t7rtygysoqq0peaj/calzado-de-fútbol-para-terreno-blando-mercurial-vapor-13-elite-mds-sg-pro-anti-clog-traction-TqZ1qC.jpg,True,False,4398.0,5498,Calzado de fútbol para terreno blando,Nike Mercurial Vapor 13 Elite MDS SG-PRO Anti-Clog Traction,2020-07-26,{countryLang}/t/calzado-de-fútbol-para-terreno-blando-mercurial-vapor-13-elite-mds-sg-pro-anti-clog-traction-TqZ1qC/CK2032-401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,f8c723cc-04a4-3feb-aa11-68d88a0fc087,Azul vacío/Blanco/Negro/Voltio ligero,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/oywkgi1y9vxf2gfxjreo/image.jpg",https://static.nike.com/a/images/t_default/ognqa2ugkps6ifav9i63/calzado-de-fútbol-para-terreno-blando-mercurial-vapor-13-academy-mds-sg-pro-anti-clog-traction-B0t0Lp.jpg,True,False,1438.0,1798,Calzado de fútbol para terreno blando,Nike Mercurial Vapor 13 Academy MDS SG-PRO Anti-Clog Traction,2020-07-26,{countryLang}/t/calzado-de-fútbol-para-terreno-blando-mercurial-vapor-13-academy-mds-sg-pro-anti-clog-traction-B0t0Lp/CJ9986-401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,480b2967-2e9d-3830-9de0-b9bfe86e9d86,Negro/Blanco/Negro,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/5f9c3789-d1df-4315-9384-9ee7fbdf65f8/image.jpg",https://static.nike.com/a/images/t_default/tgoxw05hnbwted4hmvfo/calzado-de-fútbol-para-terreno-blando-tiempo-legend-8-pro-sg-bGx6D4.jpg,True,False,2158.0,2698,Calzado de fútbol para terreno blando,Nike Tiempo Legend 8 Pro SG,2020-07-26,{countryLang}/t/calzado-de-fútbol-para-terreno-blando-tiempo-legend-8-pro-sg-bGx6D4/CI1687-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ddf87082-4fe7-3579-ac8c-bea6e1880e6c,Negro/Blanco/Azul universitario/Naranja láser,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/05acb355-fcfd-4207-a095-ae11e675d3a4/image.jpg",https://static.nike.com/a/images/t_default/d8424d28-ad66-45a2-a81c-999c7478f010/calzado-de-running-joyride-run-flyknit-PcjT8s.jpg,True,False,,3499,Calzado de running para hombre,Nike Joyride Run Flyknit,2020-07-09,{countryLang}/t/calzado-de-running-joyride-run-flyknit-PcjT8s/AQ2730-006,2798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,76ceb8c4-aee0-37f2-8698-626db7712e32,Carmesí láser/Negro/Plata metalizado,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/9ba6a211-6218-42d2-a095-75c74f168fc5/image.jpg",https://static.nike.com/a/images/t_default/ed2e1f74-9d4f-41a7-b4ce-836df069b040/calzado-de-fútbol-para-terreno-artificial-phantom-venom-academy-tf-c5rWrX.jpg,True,False,,1598,Calzado de fútbol para terreno artificial,Nike Phantom Venom Academy TF,2020-07-09,{countryLang}/t/calzado-de-fútbol-para-terreno-artificial-phantom-venom-academy-tf-c5rWrX/AO0571-606,1438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,62750ec3-b641-3843-bc49-75dbd87b9d1f,Negro/Negro,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/58177901-fbf6-46f9-9c5f-c3fd7fe6bf41/image.jpg",https://static.nike.com/a/images/t_default/73286dce-3a24-46d2-b853-0c68505d1e7d/calzado-de-fútbol-para-cancha-cubierta-mercurial-vapor-13-pro-ic-d0RKf3.jpg,True,False,,2298,Calzado de fútbol para cancha cubierta,Nike Mercurial Vapor 13 Pro IC,2020-07-09,{countryLang}/t/calzado-de-fútbol-para-cancha-cubierta-mercurial-vapor-13-pro-ic-d0RKf3/AT8001-010,1838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,b484d946-36a9-33e7-92b6-a6aa9d1a316f,Blanco cumbre/Phantom/Coral nebulosa/Agua Fantasma,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/gjekjqypwgpquuuga3em/image.jpg",https://static.nike.com/a/images/t_default/rao4kzizsklxazuiyteo/calzado-air-max-270-react-american-modern-art-kZBR2B.jpg,True,False,,3149,Calzado para hombre,Nike Air Max 270 React (American Modern Art),2020-07-09,{countryLang}/t/calzado-air-max-270-react-american-modern-art-kZBR2B/AO4971-100,2518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,85fe0d06-219d-3852-94e5-fc1fc13ebb1c,Negro/Verde eléctrico/Fortunella/Blanco,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/ad4a3d3a-baa4-4527-81fe-ca669227588c/image.jpg",https://static.nike.com/a/images/t_default/4e9899f8-d1d6-4298-bdb1-a8eeeed66982/calzado-de-running-joyride-run-flyknit-DlDrz8.jpg,True,False,,3498,Calzado de running para hombre,Nike Joyride Run FlyKnit,2020-07-09,{countryLang}/t/calzado-de-running-joyride-run-flyknit-DlDrz8/CT1600-001,2798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6a447f28-2ad8-315b-bcbf-898f929781d8,Blanco cumbre/Antracita/Platino puro/Azul universitario,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/xfh0tfearnpgpxev5stu/image.jpg",https://static.nike.com/a/images/t_default/qvzasfoz4ytbw077c5y2/calzado-de-golf-air-max-1-g-kT60Fh.jpg,True,False,,2698,Calzado de golf para hombre,Nike Air Max 1 G,2020-07-09,{countryLang}/t/calzado-de-golf-air-max-1-g-kT60Fh/CI7576-101,2158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,546fe3d9-666f-31ad-9f8a-2fd6c676582b,Tinte Platino/Volt resplandor/Rojo team,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/cnvijdcncstudokwzjn4/image.jpg",https://static.nike.com/a/images/t_default/jlngu4jcjnixikwxllcf/calzado-ispa-react-fft7f0.jpg,True,False,,3749,Calzado para hombre,Nike ISPA React,2020-07-09,{countryLang}/t/calzado-ispa-react-fft7f0/CT2692-002,2998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4fe6418a-2d83-31a4-97c5-b3f0cf50e1ea,Plata metalizado/Negro/Blanco/Rojo universitario,"https://static.nike.com/a/images/ar_4:5,c_pad,w_400,f_auto/t_product_v1/6dd58b9a-e644-4bad-8a45-d2f5a87cf427/calzado-mx-720-818-Xxq4fX.jpg",https://static.nike.com/a/images/t_default/6dd58b9a-e644-4bad-8a45-d2f5a87cf427/calzado-mx-720-818-Xxq4fX.jpg,True,False,,3999,Calzado para hombre,Nike MX-720-818,2020-07-09,{countryLang}/t/calzado-mx-720-818-Xxq4fX/CW2621-001,3198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3deed39c-796a-3356-8d0a-46f86fb14005,Polvo/Peltre oscuro/Ceniza medio/Volt,"https://static.nike.com/a/images/ar_4:5,c_pad,w_400,f_auto/t_product_v1/40911b96-5c18-4d59-b9a0-5e6743f58fb8/calzado-air-max-270-eng-4zJq5M.jpg",https://static.nike.com/a/images/t_default/40911b96-5c18-4d59-b9a0-5e6743f58fb8/calzado-air-max-270-eng-4zJq5M.jpg,True,False,,3999,Calzado para hombre,Nike Air Max 270 ENG,2020-07-09,{countryLang}/t/calzado-air-max-270-eng-4zJq5M/CW2623-001,3198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,13f67f22-b74e-3d7f-83d0-05d745767d80,Veneno limón/Negro,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/i1-815db612-2b08-4cc4-a35a-a12c33a614be/image.jpg",https://static.nike.com/a/images/t_default/i1-23b591df-ea5f-420e-ad82-2cd015443ef0/calzado-de-fútbol-para-césped-artificial-mercurial-superfly-7-elite-mds-ag-pro-S34qf5.jpg,True,False,,6398,Calzado de fútbol para césped artificial,Nike Mercurial Superfly 7 Elite MDS AG-PRO,2020-07-09,{countryLang}/t/calzado-de-fútbol-para-césped-artificial-mercurial-superfly-7-elite-mds-ag-pro-S34qf5/CK0012-703,5118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,438fd94d-12df-3579-be5d-f304cbaa8f8a,Negro/Negro,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/e41c538d-6bc3-4836-9c50-2a3032178cb2/image.jpg",https://static.nike.com/a/images/t_default/3810ab35-655c-4451-bcde-f3273e6b0acd/calzado-de-fútbol-para-césped-artificial-phantom-vision-2-pro-dynamic-fit-ag-pro-lNJxBR.jpg,True,False,,3148,Calzado de fútbol para césped artificial,Nike Phantom Vision 2 Pro Dynamic Fit AG-PRO,2020-07-09,{countryLang}/t/calzado-de-fútbol-para-césped-artificial-phantom-vision-2-pro-dynamic-fit-ag-pro-lNJxBR/CN9695-010,2518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1dafa560-b040-3a04-b4af-cd5280c167ee,Phantom/Arena desierto/Sombrío Apagado/Bronce rojo metálico,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/hnfeldytklvzyycseda4/image.jpg",https://static.nike.com/a/images/t_default/eaadgyjp0qwl4jdrhwx3/calzado-air-max-tailwind-4-se-3rXGJn.jpg,True,False,,3399,Calzado para hombre,Nike Air Max Tailwind IV SE,2020-07-09,{countryLang}/t/calzado-air-max-tailwind-4-se-3rXGJn/CJ9681-001,2378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,8f3cb2cd-43bb-3920-806c-a9db618bd8a2,Azul vacío/Blanco/Negro/Voltio ligero,"https://static.nike.com/a/images/ar_4:5,c_pad,w_400,f_auto/t_product_v1/72afa405-092e-4fb7-a4fd-24b974bc4ce3/calzado-de-fútbol-para-terreno-blando-mercurial-superfly-7-elite-mds-sg-pro-anti-clog-traction-cnbwD5.jpg",https://static.nike.com/a/images/t_default/72afa405-092e-4fb7-a4fd-24b974bc4ce3/calzado-de-fútbol-para-terreno-blando-mercurial-superfly-7-elite-mds-sg-pro-anti-clog-traction-cnbwD5.jpg,True,False,,6098,Calzado de fútbol para terreno blando,Nike Mercurial Superfly 7 Elite MDS SG-PRO Anti-Clog Traction,2020-07-09,{countryLang}/t/calzado-de-fútbol-para-terreno-blando-mercurial-superfly-7-elite-mds-sg-pro-anti-clog-traction-cnbwD5/CK0013-401,4878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0a2f79cf-0dc3-3449-b0f2-51622f384438,Veneno limón/Negro,"https://static.nike.com/a/images/ar_4:5,c_pad,w_400,f_auto/t_product_v1/e3329c53-bf3a-4dc0-92e7-65fabeffc6f4/calzado-de-fútbol-para-cancha-cubierta-mercurial-vapor-13-academy-mds-ic-XtpMtm.jpg",https://static.nike.com/a/images/t_default/e3329c53-bf3a-4dc0-92e7-65fabeffc6f4/calzado-de-fútbol-para-cancha-cubierta-mercurial-vapor-13-academy-mds-ic-XtpMtm.jpg,True,False,,1698,Calzado de fútbol para cancha cubierta,Nike Mercurial Vapor 13 Academy MDS IC,2020-07-09,{countryLang}/t/calzado-de-fútbol-para-cancha-cubierta-mercurial-vapor-13-academy-mds-ic-XtpMtm/CJ1300-703,1528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,7f6b6d15-254d-32d3-90ae-3e3bc763b1fc,Carmesí láser/Negro/Plata metalizado,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/i1-464b8c10-a896-4d64-b532-18023bb55439/image.jpg",https://static.nike.com/a/images/t_default/i1-bd86a79d-d801-4c22-86bb-b32af5c3dab8/calzado-de-fútbol-para-terreno-blando-phantom-vision-2-elite-dynamic-fit-sg-pro-anti-clog-traction-k9vFXq.jpg,True,False,,5998,Calzado de fútbol para terreno blando,Nike Phantom Vision 2 Elite Dynamic Fit SG-PRO Anti-Clog Traction,2020-07-09,{countryLang}/t/calzado-de-fútbol-para-terreno-blando-phantom-vision-2-elite-dynamic-fit-sg-pro-anti-clog-traction-k9vFXq/CD4163-606,4798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,cbfd51df-8e6b-37d6-a609-0610f5a9593e,Negro/Rojo pasión/Blanco/Reflejo plata,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/3415bb09-418f-4a4e-939e-afcd91157986/image.jpg",https://static.nike.com/a/images/t_default/89c13d53-20c5-4ffa-a433-ae0a8b8ce62f/calzado-jordan-mars-270-zBZm3j.jpg,True,False,,3699,Calzado para hombre,Jordan Mars 270,2020-07-09,{countryLang}/t/calzado-jordan-mars-270-zBZm3j/CD7070-010,2958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,7d0886fe-69ab-3aa3-88bc-d49ed06fd9fe,Negro/Antracita/Negro,"https://c.static-nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/ibihwztfeufqqksnegph/image.jpg",https://c.static-nike.com/a/images/t_default/b3hqybtezwazkm4k3xbd/calzado-zoom-2k-Q0TvRx.jpg,True,False,,1799,Calzado para hombre,Nike Zoom 2K,2020-07-09,{countryLang}/t/calzado-zoom-2k-Q0TvRx/AO0269-002,1438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,e95aba52-ea13-3bff-851d-9def0af4ac31,Carmesí láser/Negro/Plata metalizado,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/608a8aab-1d2c-445f-bafd-c74616333381/image.jpg",https://static.nike.com/a/images/t_default/c87dbdb8-168a-4321-99d2-46cad9bd1766/calzado-de-fútbol-para-terreno-blando-phantom-vision-2-academy-dynamic-fit-sg-pro-anti-clog-traction-sD9sv6.jpg,True,False,,1898,Calzado de fútbol para terreno blando,Nike Phantom Vision 2 Academy Dynamic Fit SG-PRO Anti-Clog Traction,2020-07-09,{countryLang}/t/calzado-de-fútbol-para-terreno-blando-phantom-vision-2-academy-dynamic-fit-sg-pro-anti-clog-traction-sD9sv6/CD4158-606,1518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,5788c8e2-d122-3607-8e8e-cdb3ad67fe1a,Veneno limón/Negro,"https://static.nike.com/a/images/ar_4:5,c_pad,w_400,f_auto/t_product_v1/b9800c55-c154-4fd9-add5-542e7e74af76/calzado-de-fútbol-para-césped-deportivo-artificial-mercurial-superfly-7-academy-mds-tf-MccJNN.jpg",https://static.nike.com/a/images/t_default/b9800c55-c154-4fd9-add5-542e7e74af76/calzado-de-fútbol-para-césped-deportivo-artificial-mercurial-superfly-7-academy-mds-tf-MccJNN.jpg,True,False,,1998,Calzado de fútbol para césped deportivo artificial (turf),Nike Mercurial Superfly 7 Academy MDS TF,2020-07-09,{countryLang}/t/calzado-de-fútbol-para-césped-deportivo-artificial-mercurial-superfly-7-academy-mds-tf-MccJNN/BQ5435-703,1598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,15bdcda3-4d46-38e5-9f1d-9e17fa1dd303,Canela/Negro/Rojo universitario/Haya,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/rb1bzml6mnsnemu9eevo/image.jpg",https://static.nike.com/a/images/t_default/tqxeqcu945m3ptujutcp/botas-lunar-force-1-18-VplPvV.jpg,True,False,,3499,Botas para hombre,Nike Lunar Force 1 '18,2020-07-09,{countryLang}/t/botas-lunar-force-1-18-VplPvV/BQ7930-200,2798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,022a7ff9-770c-32ae-8afe-1e9bb586c248,Veneno limón/Negro,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/i1-efb18351-22d9-4163-ba79-b7c3fcd17db7/image.jpg",https://static.nike.com/a/images/t_default/i1-1e80bc5b-152f-42bd-94af-ca962c88b5e3/calzado-de-fútbol-para-césped-artificial-mercurial-superfly-7-pro-mds-ag-pro-6dt1MG.jpg,True,False,,3348,Calzado de fútbol para césped artificial,Nike Mercurial Superfly 7 Pro MDS AG-PRO,2020-07-09,{countryLang}/t/calzado-de-fútbol-para-césped-artificial-mercurial-superfly-7-pro-mds-ag-pro-6dt1MG/BQ5482-703,2678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,48ce112f-dd0e-3966-a434-c43fbf7ce4cc,Veneno limón/Negro,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/i1-e43bc0a3-290d-4620-983e-4d3d0a4688aa/image.jpg",https://static.nike.com/a/images/t_default/i1-61a619c9-e0b2-4a85-b308-f344d4288f1e/calzado-de-fútbol-para-terreno-firme-mercurial-superfly-7-elite-mds-fg-gsmxcX.jpg,True,False,,6098,Calzado de fútbol para terreno firme,Nike Mercurial Superfly 7 Elite MDS FG,2020-07-09,{countryLang}/t/calzado-de-fútbol-para-terreno-firme-mercurial-superfly-7-elite-mds-fg-gsmxcX/BQ5469-703,4878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,72ee434b-5941-3768-8fdd-dbe7c0deee08,Negro/Blanco/Zinnia/Tinte rosa,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/t0pzea6iizjzzrwq9ucj/image.jpg",https://static.nike.com/a/images/t_default/zshy2qckt6uptobhns57/calzado-drop-type-60-gMzfQL.jpg,True,False,,1599,Calzado para hombre,Nike Drop Type LX,2020-07-09,{countryLang}/t/calzado-drop-type-60-gMzfQL/AV6697-001,1278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,48f0168f-386f-3b4b-9074-1e459ac5f3cf,Blanco/Rojo universitario/Negro,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/dzxqdw7swzuhrgbp9qui/image.jpg",https://static.nike.com/a/images/t_default/tt6htk6h0aumcoo2rwa6/calzado-de-running-zoom-mamba-5-bowerman-track-club-m4sD38.jpg,True,False,,2498,Calzado de running,Nike Zoom Mamba 5 Bowerman Track Club,2020-07-09,{countryLang}/t/calzado-de-running-zoom-mamba-5-bowerman-track-club-m4sD38/AV3158-111,1998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,b844f3de-ae38-35e5-a8b1-18f88da2e479,Negro/Blanco,"https://c.static-nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/phtxk7gcbggxsczgyemw/image.jpg",https://c.static-nike.com/a/images/t_default/ofw6hmbhqhiwljqpqwmc/calzado-react-element-55-psLp45.jpg,True,False,,2599,Calzado para hombre,Nike React Element 55,2020-07-09,{countryLang}/t/calzado-react-element-55-psLp45/BQ6166-003,2078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,6dd04da0-a4eb-39a8-87fc-c3edd1dbfcd2,Negro/Negro,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/ce0bb4e5-6d31-4051-878d-5467759cc408/image.jpg",https://static.nike.com/a/images/t_default/f567c34e-3539-4e87-b22a-96ec5b8a9045/calzado-de-fútbol-para-pasto-artificial-mercurial-vapor-13-elite-ag-pro-0Khr3L.jpg,True,False,,5098,Calzado de fútbol para césped artificial,Nike Mercurial Vapor 13 Elite AG-PRO,2020-07-09,{countryLang}/t/calzado-de-fútbol-para-pasto-artificial-mercurial-vapor-13-elite-ag-pro-0Khr3L/AT7895-010,4078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,9d1422aa-989d-3f1c-9ac9-d365337ac0e7,Carmesí láser/Carmesí láser/Negro,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/6e9b4600-d1c7-40aa-9587-2e770fcfc625/image.jpg",https://static.nike.com/a/images/t_default/e9e3d3a6-6cb1-4a55-a407-5345e1bf16ea/calzado-de-fútbol-para-cancha-cubierta-mercurial-vapor-13-academy-ic-l7LQJZ.jpg,True,False,,1798,Calzado de fútbol para cancha cubierta,Nike Mercurial Vapor 13 Academy IC,2020-07-09,{countryLang}/t/calzado-de-fútbol-para-cancha-cubierta-mercurial-vapor-13-academy-ic-l7LQJZ/AT7993-606,1618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
